icao24,registration,manufacturername,model,typecode,operator,operatorcallsign,operatoricao,operatoriata
06a1e9,A7-BFL,Boeing,Boeing 777-F,B77L,Qatar Airways,QATARI,QTR,QR
405b67,G-EZDN,Airbus Sas,AIRBUS A319-111,A319,,EASY,EZY,
48548c,PH-EXK,Embraer,EMB-175 200STD,E75L,Klm Cityhopper,KLM,KLC,WA
4ca25b,EI-DHF,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
4bb18e,TC-LLN,,B787-9,B789,Turkish Airlines,TURKISH,THY,TK
407667,G-UZMD,Airbus,A321-251NX,A21N,Easyjet Airline Company Limited - United Kingdom,EASY,EZY,
44a924,OO-JID,,,C525,,,,
8005f0,VT-ANG,Boeing,787 8,B788,,AIRINDIA,AIC,
4ca8ff,EI-EIC,Airbus Industrie,A320-216,A320,,ALITALIA,AZA,
344213,EC-LPG,Bombardier,CRJ 1000 NG,CRJX,,AIR NOSTRUM,ANE,
406d78,G-ZBKB,Boeing Company,BOEING 787-9 Dreamliner,B789,,SPEEDBIRD,BAW,
4009c7,G-EUUJ,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
4ca80e,EI-EKN,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
8003e4,VT-ALL,,,B773,,,,
3c64b1,D-AIEQ,Airbus Industrie,A321-271NX,A21N,Lufthansa,LUFTHANSA,DLH,LH
4d227d,9H-QDM,,,B738,,,,
407af4,G-XWBK,,A350-1041,A35K,British Airways,SPEEDBIRD,BAW,BA
4b1809,HB-JCR,C Series Aircraft Limited Partnership,BD-500-1A11 (CS300),BCS3,Swiss International Air Lines,SWISS,SWR,LX
394a0d,F-GSQN,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
3965a7,F-GZNH,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
440589,OE-LQM,,,A319,,,,
780d9c,B-2020,Boeing,Boeing 777-39P(ER),B77W,,CHINA EASTERN,CES,
3c674d,D-AIZM,Airbus,A320 214,A320,,LUFTHANSA,DLH,
503e61,LY-LGA,,,A320,,,,
484a92,PH-PXB,Eurocopter,EC135 P2+,EC35,Klpd Police Aviation Service,ZXP02,,
4b1618,HB-IJO,Airbus,A320-214,A320,Swiss International Air Lines,SWISS,SWR,LX
484ee5,PH-HSE,Boeing,737NG 8K2/W,B738,,KLM,KLM,
44b2ad,OO-LUM,Dassault,Falcon 7X,FA7X,Belgian Air Component,BELGIAN AIRFORCE,BAF,
3c49cc,D-ABNL,Airbus,A320 214,A320,,EUROWINGS,EWG,
346419,EC-NIS,Airbus Industrie,A350-941,A359,Iberia Airlines,IBERIA,IBE,IB
3c4581,D-AALA,Boeing,Boeing 777-FZN,B77L,Aerologic,GERMAN CARGO,BOX,3S
3c6753,D-AIZS,Airbus,A320 214SL,A320,,EUROWINGS,EWG,
48520d,PH-HXE,Boeing,737NG 8K2/W,B738,,TRANSAVIA,TRA,
3444d0,EC-MBD,Airbus,A320 214,A320,,VUELING,VLG,
4952c2,CS-TVB,Airbus,A320 251N ,A20N,Tap Portugal,AIR PORTUGAL,TAP,TP
7380c3,4X-EDD,,B787-9,B789,El Al Israel Airlines,ELAL,ELY,LY
406a04,G-XLEE,Airbus Sas,AIRBUS A380-841,A388,,SPEEDBIRD,BAW,
491316,CS-DXV,Cessna,Citation XLS,C56X,,,,
4403a2,OE-GAG,,,LJ75,,,,
486484,PH-NXG,,,E295,,,,
47a1ef,LN-ENS,,,B738,Norwegian Air Shuttle,NOR SHUTTLE,NAX,DY
346187,EC-NBS,,,C68A,,,,
345084,EC-MGF,Airbus,A319 112,A319,,VUELING,VLG,
407da5,G-VJAZ,,,A339,,,,
06a1ed,A7-BFP,Boeing,777-FDZ,B77L,Qatar Air Cargo,QATAR CARGO,QAC,
407575,G-EZRZ,Airbus Industrie,A320-214,A320,Easyjet,EASY,EZY,U2
3c658b,D-AILK,Airbus,A319 114,A319,,LUFTHANSA,DLH,
80073d,VT-ANW,Boeing,787 8,B788,,AIRINDIA,AIC,
3c5431,D-AEAQ,Airbus,A300 B4-622RF,A306,European Air Transport,EUROTRANS,BCS,QY
4d21eb,9H-QAC,Boeing,737-8AS (W),B738,Ryanair Ltd. - Ireland,RYANAIR,RYR,
e80422,CC-BDC,Boeing,767 316ER/W,B763,,LAN,LAN,
407131,G-VBOW,Boeing Company,BOEING 787-9 Dreamliner,B789,,VIRGIN,VIR,
3c6676,D-AISV,Airbus,A321 231,A321,,LUFTHANSA,DLH,
3465c5,EC-NOI,Airbus,A350-941,A359,World2fly,,WFL,
394c0a,F-GTAK,Airbus,A321 212,A321,Air France,AIRFRANS,AFR,AF
4cabc4,EI-GUM,,ATR 72-600,AT76,Federal Express,FEDEX,FDX,FX
89653b,A6-BND,,,B789,,,,
3985a4,F-HBNE,Airbus,A320 214,A320,,AIRFRANS,AFR,
c0175a,C-FIVX,The Boeing Company,777-333ER (Boeing),B77W,,AIR CANADA,ACA,
4cac02,EI-KBI,,,A20N,,,,
486071,PH-BKL,,,B78X,,,,
4d02dd,LX-FLJ,,,PC12,,,,
40666c,G-EZUS,Airbus Sas,AIRBUS A320-214,A320,,EASY,EZY,
3451d3,EC-MKM,Airbus,A320 232SL,A320,,VUELING,VLG,
34610f,EC-NCS,,,A20N,,,,
e072cf,LV-GKO,Airbus,A330 203,A332,,ARGENTINA,ARG,
738063,4X-EKA,Boeing,737NG 858/W,B738,,ELAL,ELY,
44d2aa,OO-TUJ,,,C177,,,,
44022b,OE-LXB,Airbus Industrie,A320-216,A320,Austrian Airlines,AUSTRIAN,AUA,OS
4951ca,CS-TNJ,Airbus,A320 214,A320,,AIR PORTUGAL,TAP,
3c4a8b,D-ABTK,Boeing,747 430,B744,,LUFTHANSA,DLH,
4792a6,LN-NIM,,,B738,,,,
3c6746,D-AIZF,Airbus,A320 214,A320,,LUFTHANSA,DLH,
4d225b,9H-QCU,,,B738,,,,
a0a54a,N14016,Boeing,787-10,B78X,United Airlines,UNITED,UAL,UA
3c7a45,D-ANRE,,,A339,,,,
4403ec,OE-FCB,Cessna,Citation Mustang,C510,,,,
4ba9c4,TC-JND,Airbus,A330 203,A332,,TURKAIR,THY,
485206,PH-EXE,Embraer,EMB-190 STD,E190,Klm Cityhopper,CITY,KLC,WA
471f71,HA-LXP,Airbus,A321 231SL,A321,,WIZZ AIR,WZZ,
7c806e,VH-ZNK,,787-9 Dreamliner,B789,Qantas,QANTAS,QFA,QF
3420ca,EC-IXD,Airbus,A321 212,A321,,IBERIA,IBE,
48b9c9,SP-OOK,,,BE40,,,,
48436d,PH-BQF,Boeing,777 206ER,B772,,KLM,KLM,
40093f,G-EUOG,Airbus Industrie,AIRBUS A319-131,A319,,SPEEDBIRD,BAW,
4b0295,HB-AZL,,,E295,,,,
44ce77,OO-SSW,Airbus,A319 111,A319,Brussels Airlines,BEE-LINE,BEL,SN
4079cc,G-VLIB,,,A35K,,,,
484411,PH-AOC,Airbus,A330 203,A332,,KLM,KLM,
3c56ee,D-AEWN,Airbus,A320 214SL,A320,,EUROWINGS,EWG,
3c4438,D-AAAX,Bombardier,Bombardier Challenger 604,CL60,,,,
346082,EC-MVY,Boeing,737-85P,B738,Air Europa,EUROPA,AEA,UX
71c211,HL8211,Airbus,A330 223,A332,,KOREANAIR,KAL,
a43667,N37018,Boeing,777-224,B772,,UNITED,UAL,
3c4b35,D-ABYU,Boeing,747 830,B748,,LUFTHANSA,DLH,
3c6584,D-AILD,Airbus,A319 114,A319,,LUFTHANSA,DLH,
3c667a,D-AISZ,Airbus,A321 231,A321,,LUFTHANSA,DLH,
3e1684,D-HZSM,Eurocopter,EC135 T2+,EC35,,,,
34740f,EC-NZG,,,B788,,,,
4079d2,G-LCAG,,,E190,,,,
0900f1,D2-TEK,Boeing,777 3M2ER,B77W,,DTA,DTA,
484f71,PH-AKA,Airbus,A330 303,A333,,KLM,KLM,
4008ad,G-EUPN,Airbus Industrie,AIRBUS A319-131,A319,,SPEEDBIRD,BAW,
4850bd,P4-AAG,Bombardier,Bombardier Challenger 605,CL60,Corporate Airlink,CORPORATE,COO,
a4b6b6,N4022J,Airbus,A321-271NX,A21N,Jetblue Airways,JETBLUE,JBU,B6
4bc846,TC-RBF,Airbus Industries,A-321neo,A21N,Pegasus Airlines,SUNTURK,PGT,PC
40772e,G-UZHY,,,A20N,,,,
738056,4X-EHH,Boeing,737NG 958ER/W,B739,,ELAL,ELY,
4005be,G-VIIF,Boeing Company,BOEING 777-236,B772,,SPEEDBIRD,BAW,
461f6d,OH-LXL,Airbus,A320 214,A320,,FINNAIR,FIN,
06a2b6,A7-BER,,B777-300(ER),B77W,Qatar Airways,QATARI,QTR,QR
3c0acc,D-ATCH,,,A320,,,,
896534,A6-BLW,The Boeing Co.,787-9 Dreamliner,B789,Etihad Airways,ETIHAD,ETD,EY
040048,ET-AOR,Boeing,787 8,B788,Ethiopian Airlines,ETHIOPIAN,ETH,ET
47ae38,LN-FNL,,,B789,,,,
4008b3,G-EUPS,Airbus Industrie,AIRBUS A319-131,A319,,SPEEDBIRD,BAW,
3443d1,EC-LUN,Airbus,A320 232,A320,,VUELING,VLG,
34530d,EC-MNQ,Bombardier,CRJ 1000 NG,CRJX,,AIR NOSTRUM,ANE,
346199,EC-NFN,Boeing Company,Boeing 757-200(F),B752,Cygnus Air,CYGNUS AIR,RGN,
407698,G-VJAM,Airbus Industrie, A350-1041,A35K,Virgin Atlantic Airways,VIRGIN,VIR,VS
4ca702,EI-EBE,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
471f5c,HA-LWU,Airbus,Airbus A320-232 Sl,A320,Wizz Air,WIZZ AIR,WZZ,W6
780a65,B-KQQ,Boeing,777 367ER,B77W,,CATHAY,CPA,
4b18e4,HB-JLC,,,GLEX,,,,
71007c,HZ-ASC,Airbus,A320 214,A320,,SAUDIA,SVA,
3c7865,D-ANCE,,,E35L,,,,
3c4b4e,D-ABZN,Airbus,A320 216,A320,,EUROWINGS,EWG,
3462c9,EC-NEI,,,B789,,,,
346390,EC-NGY,Airbus,A350-941,A359,Evelop Airlines,EVELOP,EVE,
4009da,G-EUUM,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
3d602e,D-FIRE,Socata,SOCATA TBM 700 B,TBM7,,,,
4bb28f,TC-LTO,,,A21N,,,,
76ceef,9V-SWO,Boeing,777 312ER,B77W,,SINGAPORE,SIA,
4b18b9,HB-JJL,Airbus,A320-214,A320,Edelweiss Air,EDELWEISS,EDW,WK
440005,OE-ING,,,A320,,,,
440b49,OE-HCU,,,CL35,,,,
46b824,SX-NAD,,A321-272NX,A21N,Aegean Airlines,AEGEAN,AEE,A3
ab44af,N825NW,Airbus,A330-302,A333,,DELTA,DAL,
c079d5,C-GUDO,,B787-9,B789,Westjet,WESTJET,WJA,WS
3453c3,EC-MRF,Airbus,A321 231SL,A321,,VUELING,VLG,
c06022,C-GKKN,,B787-9,B789,Westjet,WESTJET,WJA,WS
4853d1,PH-HXG,Boeing,737NG 800/W,B738,,TRANSAVIA,TRA,
343385,EC-LAA,Airbus,A320 214,A320,,VUELING,VLG,
4bc84a,TC-RBJ,,,A21N,,,,
345319,EC-MOY,Airbus,A330 202,A332,,IBERIA,IBE,
34660d,EC-NOL,,,A320,,,,
3a2e21,F-OLRB,Boeing,787 8,B788,,REUNION,REU,
39ce6e,F-HTTO,Bombardier,Global 5000,GL5T,,,,
3949e8,F-GSPI,Boeing,777 228ER,B772,,AIRFRANS,AFR,
3c0ac5,D-ATCA,,,A321,,,,
4952ac,CS-TUL,,Airbus A330-941,A339,Tap Portugal,AIR PORTUGAL,TAP,TP
3986e3,F-HBXD,Embraer,EMB-170 STD,E170,,,,
501d18,9A-CTG,Airbus,A319 112,A319,,CROATIA,CTN,
3452c8,EC-MLO,Bombardier,Bombardier CRJ 1000 NG,CRJX,,CROATIA,CTN,
406b49,G-VNEW,Boeing Company,BOEING 787-9 Dreamliner,B789,Virgin Atlantic Airways,VIRGIN,VIR,VS
4952b2,CS-TUR,,A330-941,A339,Tap Portugal,AIR PORTUGAL,TAP,TP
40631a,G-EZFV,Airbus Sas,AIRBUS A319-111,A319,,EASY,EZY,
c071a4,C-GRAX,The Boeing Company,737-8 (Boeing),B38M,,WESTJET,WJA,
4852f4,PH-EXG,Embraer,ERJ-175STD,E75L,Klm Cityhopper,KLM,KLC,WA
71c391,HL8391,,,B789,,,,
c038ac,C-FVLZ,The Boeing Company,787-9 (Boeing),B789,Air Canada,AIR CANADA,ACA,AC
4007f5,G-YMMJ,Boeing Company,BOEING 777-236,B772,British Airways,SPEEDBIRD,BAW,BA
abb007,N852NW,Airbus,A330-223,A332,,DELTA,DAL,
3991e9,F-HEPJ,Airbus,A320 214SL,A320,,AIRFRANS,AFR,
770592,4R-ALR,Airbus,A330 343E,A333,,SRILANKAN,ALK,
490d06,CS-CHF,Bombardier,Challenger 350,CL35,,,,
869210,JA787A,Boeing,777 381ER,B77W,,ALL NIPPON,ANA,
4b028c,HB-AZC,Embraer,E190-E2,E290,Helvetic Airways,HELVETIC,OAW,2L
406532,G-EUYM,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
44ce6e,OO-SSN,Airbus,A319 112,A319,Brussels Airlines,BEE-LINE,BEL,SN
a9b62c,N725AN,Boeing,777-323ER,B77W,,AMERICAN,AAL,
495303,CS-TXC,,A321-251NX(LR),A21N,Tap Portugal,AIR PORTUGAL,TAP,TP
a4b827,N403DX,Airbus,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
3c4b2c,D-ABYL,Boeing,747 830,B748,,LUFTHANSA,DLH,
4b161e,HB-IJU,Airbus,A320-214,A320,Edelweiss Air,EDELWEISS,EDW,WK
4b0292,HB-AZI,,,E295,,,,
e8046c,CC-BGR,,,B789,,,,
39e68b,F-HZUL,,,BCS3,,,,
39856c,F-HBLM,Embraer,E190STD,E190,Hop!,AIR HOP,HOP,A5
781738,B-20CK,,,B77W,,,,
44061b,OE-LKK,,,A319,,,,
4951d5,CS-TNU,Airbus,A320 214,A320,,AIR PORTUGAL,TAP,
ab87c8,N842FD,Boeing,777FHT,B77L,Federal Express,FEDEX,FDX,FX
39e691,F-HZUR,,,BCS3,,,,
3c4a21,D-ABQA,Bombardier,DHC-8 402,DH8D,Air Berlin,AIR BERLIN,BER,AB
3c66b1,D-AIUQ,Airbus,A320 214SL,A320,,LUFTHANSA,DLH,
4d22ab,9H-NED,,,A20N,,,,
3c64a7,D-AIEG,Airbus Industrie,A321-271NX,A21N,Lufthansa,LUFTHANSA,DLH,LH
502d29,YL-AAY,,A220-300,BCS3,Air Baltic,AIRBALTIC,BTI,BT
3c71a4,D-ALMD,Airbus,A330-200F,A332,European Air Transport,EUROTRANS,BCS,QY
4b193f,HB-JOP,,,A320,,,,
3985a7,F-HBNH,Airbus,A320 214,A320,,AIRFRANS,AFR,
4ca854,EI-EML,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
440668,OE-LBL,Airbus,A320 214,A320,,AUSTRIAN,AUA,
76cdc2,9V-SNB,Boeing,777 312ER,B77W,,SINGAPORE,SIA,
ab7376,N837MH,Boeing,767-432ER,B764,,DELTA,DAL,
4ac9fa,SE-ROZ,Airbus,Airbus 320-251N,A20N,Sas Scandinavian Airlines,SCANDINAVIAN,SAS,
06a2de,A7-BFQ,Boeing,777-F,B77L,Qatar Air Cargo,QATAR CARGO,QAC,
400684,G-VIIL,Boeing Company,BOEING 777-236,B772,,SPEEDBIRD,BAW,
3cc7fe,D-CDAS,Embraer,Phenom 300,E55P,,,,
4d2279,9H-QBH,,,B738,,,,
040187,ET-AXK,,Boeing 787-9 Dreamliner,B789,Ethiopian Airlines,ETHIOPIAN,ETH,ET
484703,PH-NDK,Dassault,Falcon 900 B,F900,,,,
394a09,F-GSQJ,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
3c6749,D-AIZI,Airbus,A320 214,A320,,LUFTHANSA,DLH,
aba7d9,N850FD,Boeing Co,777-FS2,B77L,Federal Express,FEDEX,FDX,FX
3c65ce,D-AINN,Airbus Industrie,A320-271N,A20N,Lufthansa,LUFTHANSA,DLH,LH
495211,CS-TPQ,Embraer,EMB-190 LR,E190,,AIR PORTUGAL,TAP,
4ca97b,EI-EST,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
a8f00e,N675UA,Boeing,767-322,B763,,UNITED,UAL,
4ca263,EI-DHG,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
485000,PH-BVK,Boeing,777 306ER,B77W,,KLM,KLM,
393323,F-GMZD,Airbus,A321 111,A321,,AIRFRANS,AFR,
40123f,G-EUUS,Airbus Sas,AIRBUS A320-232,A320,,SPEEDBIRD,BAW,
3c656e,D-AIKN,Airbus,A330 343E,A333,,LUFTHANSA,DLH,
3c65d4,D-AINT,Airbus Industrie,A320-271N,A20N,Lufthansa,LUFTHANSA,DLH,LH
407943,G-XWBG,Airbus,A350-1041,A35K,British Airways,SPEEDBIRD,BAW,BA
4ac9e7,SE-ROG,Airbus,Airbus A320-251N,A20N,Sas Scandinavian Airline System,SCANDINAVIAN,SAS,
49d034,OK-TSR,Boeing,737NG 82R/W,B738,,SKYTRAVEL,TVS,
3c080d,D-ASBG,Dassault,Dassault Falcon 900EX EASy,F900,,,,
896596,A6-XWA,,A350-1041,A35K,Etihad Airways,ETIHAD,ETD,EY
4b7f43,T-752,,CL-600-2B16 Challenger 604,CL60,Swiss Air Force,SWISS AIR FORCE,SUI,
a4f239,N418DX,Airbus,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
345388,EC-MPA,Bombardier,CRJ 1000 NG,CRJX,Binter Canarias,,IBB,NT
39e684,F-HZUE,,A220-300,BCS3,Air France,AIRFRANS,AFR,AF
4952c4,CS-TVD,,,A20N,,,,
4d00ca,LX-LGG,Bombardier,DHC-8 402 NG,DH8D,,LUXAIR,LGL,
4d2225,9H-QEN,Boeing,Boeing 737-8AS (W),B738,Malta Air,RYANAIR,RYR,
3c6517,D-AIHW,Airbus,A340 642,A346,,LUFTHANSA,DLH,
781344,B-1081,,A350-941,A359,Air China,AIR CHINA,CCA,CA
4bb279,TC-LSY,Airbus,A321-271NX,A21N,Turkish Airlines,TURKAIR,THY,TK
020112,CN-RGQ,Embraer,EMB-190 AR,E190,,ROYALAIR MAROC,RAM,
4ca64e,EI-DYL,The Boeing Company,BOEING 737-8AS,B738,Ryanair,RYANAIR,RYR,FR
40621b,G-STBA,Boeing Company,BOEING 777-336ER,B77W,,SPEEDBIRD,BAW,
aaa6dd,N786AN,Boeing,777-223,B772,American Airlines,AMERICAN,AAL,AA
3c5430,D-AEAP,Airbus,A300B4-622R(F),A306,European Air Transport,EUROTRANS,BCS,QY
0a0077,7T-VKG,Boeing,737NG 8D6/W,B738,Air Algérie,AIR ALGERIE,DAH,AH
4caa5c,EI-EVX,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
3443d4,EC-LVP,Airbus,A320 214SL,A320,,VUELING,VLG,
02005b,CN-ROC,Boeing,737NG 8B6/W,B738,Royal Air Maroc,ROYALAIR MAROC,RAM,AT
3c5433,D-AEAS,Airbus,A300 B4-622RF,A306,European Air Transport,EUROTRANS,BCS,QY
406f77,G-ZBKK,Boeing Company,BOEING 787-9 Dreamliner,B789,,SPEEDBIRD,BAW,
4ca88c,EI-ENA,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
4ba913,TC-JHS,Boeing,737NG 8F2/W,B738,,TURKAIR,THY,
4bcdea,TC-SOJ,,,B38M,,,,
06a0e4,A7-AME,,A350-941,A359,Qatar Airways,QATARI,QTR,QR
a4e35f,N414DZ,Airbus Sas,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
3965aa,F-GZNK,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
484f80,PH-EZX,Embraer,EMB-190 STD,E190,,CITY,KLC,
4b1887,HB-JHN,Airbus,A330-343,A333,Swiss International Air Lines Ltd.,SWISSAIR,SWR,SR
49514d,CS-TJM,Airbus,A321 251N,A21N,Tap Portugal,AIR PORTUGAL,TAP,TP
342091,EC-ILS,Airbus,A320 214,A320,,IBERIA,IBE,
485342,PH-BHH,Boeing,B787-9,B789,,KLM,KLM,
4bc855,TC-RBU,,,A21N,,,,
4b161b,HB-IJR,Airbus,A320-214,A320,Swiss International Air Lines,SWISS,SWR,LX
440052,OE-LBS,Airbus,A320 214,A320,,AUSTRIAN,AUA,
a05626,N12003,Boeing,787-10,B78X,United Airlines,UNITED,UAL,UA
406b90,G-EZWX,Airbus Sas,AIRBUS A320-214,A320,Easyjet,EASY,EZY,U2
346114,EC-NBO,Airbus,Airbus 350-941,A359,Evelop Airlines,SUNBEAM,EVE,
3965b0,F-GZNQ,Boeing,777 328ER,B77W,,AIRFRANS,AFR,
71c251,HL8251,Boeing,777 FB5,B77L,,KOREANAIR,KAL,
407993,G-STBN,,,B77W,British Airways,SPEEDBIRD,BAW,BA
4ca24e,EI-DCX,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
345642,EC-MVO,,,A320,,,,
40779a,G-XWBD,,,A35K,,,,
780bb7,B-2096,Boeing,Boeing 777-FFT,B77L,,,,
3c7a44,D-ANRD,Airbus Industrie,A330-941,A339,Condor Flugdienst,CONDOR,CFG,DE
4951d2,CS-TNR,Airbus,A320 214,A320,,AIR PORTUGAL,TAP,
406a35,G-STBJ,Boeing Company,BOEING 777-336ER,B77W,,SPEEDBIRD,BAW,
aac6f5,N794AV,Boeing,787-8,B788,Avianca,AVIANCA,AVA,AV
8963db,A6-EPL,Boeing,777 31HER,B77W,,EMIRATES,UAE,
4b18f3,HB-JLR,Airbus,A320-214,A320,Swiss International Air Lines,SWISS,SWR,LX
4ca6f1,EI-DSU,Airbus Industrie,A320-216,A320,,ALITALIA,AZA,
44d1a1,OO-TMA,,,B38M,,,,
344297,EC-LQX,Boeing,737NG 85P/W,B738,,EUROPA,AEA,
39cf02,F-HTYC,Airbus Industrie,A350-941,A359,Air France,AIRFRANS,AFR,AF
3c64a4,D-AIED,Airbus,321-271NX,A21N,Deutsche Lufthansa Ag - Germany,LUFTHANSA,DLH,
a11ba0,N17002,Boeing,787-10,B78X,,UNITED,UAL,
4d00c3,LX-LGS,Boeing,737NG 7C9/W,B737,,LUXAIR,LGL,
a0f427,N16008,Boeing,787-10,B78X,United Airlines,UNITED,UAL,UA
44017c,OE-IJH,,A320-214 (W),A320,Easyjet,EASY,EZY,U2
3c6482,D-AIDB,Airbus,A321 231,A321,,LUFTHANSA,DLH,
4cad3e,EI-HMW,,,B38M,,,,
4bb869,TC-NCI,,,A20N,,,,
4caf82,EI-SIF,,,A20N,Sas Ireland,,SZS,SL
3431c9,EC-KRN,,,GALX,,,,
4ba893,TC-JDS,Airbus,A330 243F,A332,,TURKAIR,THY,
48436f,PH-BQH,Boeing,777 206ER,B772,,KLM,KLM,
406b05,G-STBL,Boeing Company,BOEING 777-336ER,B77W,British Airways,SPEEDBIRD,BAW,BA
48ad84,SP-LME,,,E190,,,,
406f7b,G-ZBKO,Boeing Company,BOEING 787-9 Dreamliner,B789,,SPEEDBIRD,BAW,
3c55c6,D-AENF,,,A20N,,,,
aace5c,N796AN,Boeing,777-223,B772,,AMERICAN,AAL,
a99d89,N719AN,Boeing,777-323ER,B77W,American Airlines,AMERICAN,AAL,AA
4ac9f9,SE-ROY,,,A20N,Scandinavian Airlines,SCANDINAVIAN,SAS,SK
4d23f0,9H-GEF,,,B738,,,,
3c65cb,D-AINK,Airbus Industrie,A320-271N,A20N,Lufthansa,LUFTHANSA,DLH,LH
44cdc9,OO-SNI,Airbus,A320 214,A320,Brussels Airlines,BEE-LINE,BEL,SN
39856f,F-HBLP,Embraer,E190STD,E190,Air France,AIRFRANS,AFR,AF
c01734,C-FIUL,Boeing Commercial Airplane,777-333ER (Boeing),B77W,,AIR CANADA,ACA,
48c22e,SP-RSO,Boeing,B737-800,B738,Ryanair Sun,MAGIC SUN,RYR,
407844,G-NEOZ,Airbus Sas,Airbus A321-251NX,A21N,British Airways Plc,SPEEDBIRD,BAW,BA
86da38,JA839A,Boeing,787 9,B789,,ALL NIPPON,ANA,
3c0acb,D-ATCG,,,A321,,,,
484fff,PH-AKE,Airbus,A330 303,A333,Klm,KLM,KLM,KL
48c234,SP-RSW,,,B738,,,,
e8040f,CC-BBB,Boeing,787 8,B788,,LAN,LAN,
4ba9e2,TC-JOB,Airbus,A330 303,A333,,TURKAIR,THY,
502d44,YL-ABC,,,BCS3,Air Baltic,AIRBALTIC,BTI,BT
4b1903,HB-JMH,Airbus,A340-313,A343,Swiss International Air Lines,SWISS,SWR,LX
407cd1,G-XWBL,,,A35K,,,,
440b61,OE-IXA,,737-8AS (BCF)(W),B738,Tay Asl Airlines Belgium,FEDEX,FDX,FX
346456,EC-NJM,,A350-941,A359,Iberia Airlines,IBERIA,IBE,IB
4ca8d8,EI-ENM,The Boeing Company,BOEING 737-8AS,B738,,RYANAIR,RYR,
398562,F-HBLC,Embraer,EMB-190 LR,E190,,,,
3c66a1,D-AIUA,Airbus,A320 214SL,A320,,LUFTHANSA,DLH,
71007e,HZ-ASD,Airbus,A320 214,A320,,SAUDIA,SVA,
3c6669,D-AISI,Airbus,A321 231,A321,Lufthansa,LUFTHANSA,DLH,LH
491312,CS-DXR,Cessna,Citation XLS,C56X,,,,
4951d8,CS-TNX,Airbus,A320 214,A320,,AIR PORTUGAL,TAP,
4d2222,9H-QAP,,,B738,,,,
501c16,9A-SHO,,,A320,Fly Air41 Airways,BERLIN,BER,
4bb152,TC-LJR,Boeing,777-F,B77L,Turkish Airlines - Inc. - Turkey,TURKAIR,THY,
3c135a,D-AWIN,,EMB-135BJ Legacy 650,E35L,Air Hamburg (aho),Air Hamburg,AHO,HH
400a7c,G-DBCC,Airbus Sas,AIRBUS A319-131,A319,,SPEEDBIRD,BAW,
44cdcc,OO-SNL,Airbus Industrie,A320-214,A320,Brussels Airlines,BEE-LINE,BEL,SN
4bb294,TC-LTT,Airbus Industrie,A321-271NX,A21N,Turkish Airlines,TURKISH,THY,TK
347306,EC-NUY,Boeing,737-8GP,B738,Air Europa,EUROPA,AEA,UX
ac5fd6,N897FD,Boeing,777F,B77L,Federal Express,FEDEX,FDX,FX
342059,EC-ILP,Airbus,A321 213,A321,,IBERIA,IBE,
4952a8,CS-TUH,,,A339,,,,
345597,EC-MSL,Bombardier,CRJ-1000,CRJX,Air Nostrum,AIR NOSTRUM,ANE,YW
406014,G-EZTJ,Airbus Sas,AIRBUS A320-214,A320,,EASY,EZY,
40643d,G-EZUC,Airbus Sas,AIRBUS A320-214,A320,,EASY,EZY,
4078ef,G-UZMI,,,A21N,,,,
405bfb,G-YMMR,Boeing Company,BOEING 777-236,B772,,SPEEDBIRD,BAW,
4b180b,HB-JCT,Airbus Industrie,A220-300,BCS3,Swiss International Air Lines,SWISS,SWR,LX
440d01,OE-GJA,,,C68A,,,,
4d2145,9H-CGH,,,FA50,,,,
39cf0c,F-HTYM,,A350-941,A359,Air France,AIRFRANS,AFR,AF
484cc2,PH-EZR,Embraer,EMB-190 STD,E190,,CITY,KLC,
344345,EC-LXK,Airbus,A330 302,A333,,IBERIA,IBE,
ab599b,N830NW,Airbus,A330-302,A333,,DELTA,DAL,
a4fc00,N420DX,Airbus Sas,A330-941,A339,Delta Air Lines,DELTA,DAL,DL
aa5f41,N768AA,Boeing,777-223,B772,,AMERICAN,AAL,
4baa75,TC-JSU,Airbus,A321 231SL,A321,,TURKAIR,THY,
3c0ac7,D-ATCC,,,A321,,,,
461e1d,OH-LKN,Embraer,EMB-190 LR,E190,,FINNAIR,FIN,
